current_plan,total_movies,avg_change,avg_shipping_delay,lowest_10pct_movies_in_plan,no_reported_scratched,no_reported_missing,moved_last_10_months,avg_movie_rating,age_60_plus,hddvd_request,referral,churn,validation
1,39,4,0,0,1,1,0,4.27,0,0,0,0,1
2,46,6,2,0,1,0,0,4.08,0,0,1,0,1
2,33,-1,2,0,1,1,0,3.69,0,0,0,0,1
2,43,0,1,0,1,1,1,4.13,0,0,0,0,1
4,37,-2,0,0,0,0,0,4.15,0,0,1,0,1
3,26,-3,0,0,1,0,0,3.8600000000000003,1,0,1,0,1
4,25,-2,0,0,1,0,0,3.74,0,0,0,0,1
5,35,0,1,0,0,1,0,4.13,0,0,1,0,1
1,38,-3,0,0,0,1,0,4.029999999999999,0,0,0,0,1
3,24,1,0,0,0,0,0,3.95,0,0,0,0,1
3,30,0,0,0,0,0,0,3.62,0,0,0,0,1
6,24,3,1,0,0,1,0,3.88,0,0,0,0,1
4,44,-3,0,0,0,1,0,4.09,0,0,0,0,1
2,37,2,0,0,2,0,0,4.02,0,0,0,0,1
5,32,1,0,1,0,0,0,4.0600000000000005,0,0,1,0,1
1,27,-1,0,1,2,0,0,3.71,0,0,0,0,1
1,39,3,0,0,2,0,0,3.9299999999999997,0,0,1,0,1
3,35,2,0,1,0,1,0,4.04,1,0,1,0,1
1,30,1,0,0,0,1,0,4.1899999999999995,0,0,0,0,1
3,27,4,0,0,0,0,0,3.92,0,0,1,0,1
3,23,0,2,0,1,1,0,3.92,0,0,0,0,1
3,31,0,0,0,1,0,0,3.98,0,0,1,0,1
3,39,3,0,0,1,0,0,4.07,0,0,1,0,1
1,28,1,2,1,2,0,0,4.07,0,1,0,0,1
3,36,-2,0,0,0,1,0,4.0,1,0,0,0,1
3,38,3,0,0,0,0,0,4.15,0,0,0,0,1
5,35,-2,0,0,1,1,0,4.2,0,0,0,0,1
4,26,-2,1,0,0,2,0,4.1,0,0,1,0,1
3,36,5,1,0,0,0,0,4.029999999999999,0,0,1,0,1
5,30,-1,0,0,0,0,0,4.01,1,0,0,0,1
2,30,2,1,0,0,0,1,3.9299999999999997,0,0,0,0,1
4,43,-3,0,1,0,0,0,4.109999999999999,1,0,0,0,1
3,38,0,0,1,0,0,0,4.21,0,0,1,0,1
1,31,0,1,0,1,0,1,4.17,0,0,0,0,1
3,23,-1,1,0,0,0,0,4.1899999999999995,0,0,0,0,1
2,30,3,1,0,1,0,0,4.01,1,0,0,0,1
4,28,-1,0,0,1,0,0,3.7800000000000002,0,0,0,0,1
4,30,-3,0,0,0,1,0,4.07,0,0,1,0,1
3,28,0,0,0,1,0,0,4.13,0,0,0,0,1
4,40,-2,0,0,1,1,0,4.3100000000000005,0,0,0,0,1
3,28,2,0,0,1,0,0,4.01,1,0,0,0,1
4,31,2,0,0,1,0,0,4.05,0,1,0,0,1
5,28,1,1,0,1,0,1,3.87,0,0,0,0,1
4,33,-2,0,0,1,0,0,4.09,1,0,0,0,1
1,32,-1,0,0,0,0,0,4.04,0,0,1,0,1
1,36,-1,0,0,1,0,1,3.81,1,0,0,0,1
4,31,6,3,0,1,0,0,4.21,0,1,0,0,1
5,28,1,2,0,2,0,1,4.029999999999999,0,0,0,0,1
4,32,3,1,1,0,1,0,3.99,0,0,0,0,1
4,29,-2,0,0,1,0,0,4.279999999999999,0,0,0,0,1
2,32,-2,1,0,0,0,1,4.01,0,0,1,0,1
3,27,-4,0,0,1,3,0,4.02,0,0,0,0,1
2,34,-4,1,0,3,0,0,3.9699999999999998,0,0,1,0,1
3,44,-3,0,1,0,1,0,4.140000000000001,0,1,0,0,1
2,32,0,2,0,0,0,0,4.23,0,0,0,0,1
2,36,-1,0,0,2,0,0,4.08,0,0,1,0,1
2,34,3,1,0,0,1,0,3.9699999999999998,0,0,0,0,1
2,44,1,0,0,0,0,0,3.95,0,0,1,0,1
3,32,-2,0,0,0,0,0,3.98,1,0,0,0,1
4,24,0,0,1,1,0,0,4.12,1,1,0,0,1
1,34,2,0,0,2,0,0,4.08,0,0,0,0,1
4,37,0,0,0,0,0,0,4.21,1,0,0,0,1
3,32,-1,0,0,0,0,0,4.13,0,0,0,0,1
4,37,-3,0,0,1,0,1,3.98,0,0,0,0,1
2,36,1,1,0,1,1,0,4.140000000000001,0,0,0,0,1
4,28,-4,3,0,1,0,0,4.07,0,0,0,0,1
1,41,3,1,0,1,0,0,3.9699999999999998,0,0,0,0,1
3,37,1,0,0,0,0,0,4.1899999999999995,0,0,1,0,1
4,26,-2,1,0,0,0,1,3.9699999999999998,0,0,1,0,1
5,24,8,0,0,0,0,0,3.91,0,0,0,0,1
3,35,1,0,0,0,0,0,4.2,0,0,0,0,1
1,32,-3,1,0,1,0,0,4.25,0,0,1,0,1
4,40,1,0,0,0,2,1,4.220000000000001,0,0,0,0,1
2,40,1,1,0,1,1,0,3.92,0,0,1,0,1
5,36,2,1,0,1,0,0,4.29,0,0,0,0,1
1,36,3,0,0,0,0,0,4.140000000000001,0,0,0,0,1
3,37,-3,0,1,1,0,0,4.18,0,0,0,0,1
3,34,0,0,0,0,1,0,3.8899999999999997,1,0,0,0,1
5,42,3,2,0,1,0,0,4.08,0,0,0,0,1
1,35,-2,0,0,0,0,1,4.05,0,0,1,0,1
2,37,-2,0,0,1,0,0,3.58,0,0,0,0,1
4,34,2,1,0,0,0,0,4.01,0,0,1,0,1
3,28,-4,0,0,1,0,0,4.12,0,0,0,0,1
6,25,-4,0,0,1,0,0,4.08,0,0,0,0,1
6,29,2,1,0,3,0,0,3.81,0,0,0,0,1
6,38,0,0,0,0,0,0,4.1899999999999995,0,0,0,0,1
3,30,1,2,0,1,0,0,3.9299999999999997,0,1,0,0,1
4,36,-4,2,0,1,1,0,3.91,0,0,1,0,1
3,31,-3,0,0,0,0,0,4.15,0,0,1,0,1
3,49,0,0,0,0,0,0,3.88,0,0,0,0,1
3,42,-2,2,0,1,1,0,4.1,0,0,1,0,1
2,33,-1,0,0,0,0,1,4.04,1,0,0,0,1
4,34,-4,0,0,3,2,0,4.029999999999999,0,0,0,0,1
3,37,1,0,0,0,0,0,4.0,0,0,0,0,1
3,36,5,1,0,2,0,0,4.02,0,0,1,0,1
3,40,2,0,0,2,0,0,4.05,0,0,0,0,1
3,19,2,0,0,0,0,0,3.8899999999999997,0,0,0,0,1
3,32,0,0,1,0,1,0,4.1,0,0,0,0,1
6,32,-3,1,0,0,0,0,4.09,0,0,1,0,1
5,29,4,0,0,1,1,0,4.24,1,0,0,0,1
1,36,-1,0,0,1,0,0,3.95,0,0,1,0,1
3,33,-1,0,0,0,0,0,4.029999999999999,0,0,1,0,1
2,31,3,0,0,0,0,1,3.8200000000000003,0,0,0,0,1
4,41,2,0,0,0,0,0,4.05,0,0,0,0,1
2,28,2,0,0,0,0,0,3.99,0,0,1,0,1
2,32,-2,0,1,1,0,0,4.1,0,1,0,0,1
4,44,-4,0,0,1,0,0,3.71,0,0,0,0,1
2,32,0,1,0,2,0,1,4.2,0,0,0,0,1
2,31,-5,1,0,2,0,0,4.02,0,0,0,0,1
3,31,-3,0,1,2,1,0,4.07,0,1,0,0,1
1,41,-3,0,0,1,2,0,3.77,0,0,0,0,1
3,35,2,0,1,0,1,0,3.98,0,0,1,0,1
2,27,6,0,0,0,1,0,3.88,0,0,1,0,1
2,26,-3,0,0,0,0,1,3.95,0,0,1,0,1
2,24,-1,1,0,1,0,0,4.07,0,0,0,0,1
3,25,2,1,1,1,0,0,3.95,1,0,0,0,1
4,38,3,0,1,2,3,0,3.8899999999999997,0,0,1,0,1
4,41,1,0,0,0,0,0,4.27,1,0,0,0,1
2,31,0,1,0,1,0,1,3.9,0,0,0,0,1
6,30,-5,1,0,2,0,0,4.0600000000000005,0,0,0,0,1
1,39,7,0,0,0,0,0,3.98,0,0,0,0,1
3,26,0,0,0,0,0,0,3.9,0,1,0,0,1
6,28,4,1,0,0,0,0,4.01,0,0,0,0,1
4,25,-1,0,0,0,0,0,4.18,0,0,0,0,1
3,32,-2,0,0,0,0,0,4.12,0,0,0,0,1
7,29,4,1,0,0,0,0,4.220000000000001,1,0,0,0,1
3,41,-1,0,0,0,1,0,4.04,0,0,1,0,1
3,38,1,1,0,0,1,0,3.98,0,0,0,0,1
1,34,2,1,0,0,1,0,4.279999999999999,0,0,1,0,1
1,32,-2,0,0,0,0,0,3.88,0,0,1,0,1
6,36,5,0,0,1,0,0,4.109999999999999,1,0,0,0,1
4,29,0,0,0,2,0,0,4.21,0,1,0,0,1
5,30,-2,1,0,0,0,0,4.09,0,0,0,0,1
3,36,-5,1,0,1,1,0,3.9299999999999997,0,0,1,0,1
3,29,2,0,0,1,0,0,4.029999999999999,0,0,0,0,1
1,28,-1,1,0,1,0,0,4.109999999999999,0,0,1,0,1
4,33,-1,1,0,0,0,0,4.0,0,0,0,0,1
2,34,-1,1,0,0,1,0,3.95,0,0,0,0,1
6,36,0,0,1,0,0,1,4.029999999999999,0,0,0,0,1
3,42,2,1,0,0,0,0,4.029999999999999,1,0,0,0,1
4,27,0,0,0,1,1,0,3.91,0,0,1,0,1
1,25,-2,0,0,1,0,0,4.0,0,0,0,0,1
4,28,-1,1,0,1,0,0,4.04,0,0,1,0,1
1,36,-1,0,0,0,1,0,3.9,0,0,0,0,1
4,35,2,0,0,1,1,0,3.99,1,0,0,0,1
2,29,2,1,0,2,0,0,4.35,0,0,0,0,1
7,44,0,0,0,0,0,0,4.17,0,0,0,0,1
4,27,3,0,0,1,1,0,3.92,0,0,0,0,1
6,23,-2,0,0,0,0,0,3.75,1,0,0,0,1
3,41,4,1,0,1,2,0,4.05,1,0,0,0,1
2,37,-1,0,0,0,0,0,4.140000000000001,0,0,1,0,1
4,36,2,0,0,1,0,0,3.77,0,1,1,0,1
4,37,-1,1,0,0,1,0,4.18,0,0,0,0,1
3,28,-3,0,0,0,2,0,3.8899999999999997,0,0,1,0,1
5,33,0,0,0,1,2,0,3.9,0,0,1,0,1
3,37,-2,1,0,0,0,1,3.75,0,0,0,0,1
5,39,-2,1,0,1,0,1,4.01,0,0,0,0,1
2,53,0,0,0,3,0,0,4.21,1,0,0,0,1
4,41,1,0,0,1,0,1,4.0,0,0,0,0,1
4,28,8,1,0,1,1,0,4.16,0,0,0,0,1
1,37,-3,1,0,0,0,0,3.96,0,0,0,0,1
2,34,0,1,0,0,0,0,3.8,0,0,0,0,1
8,35,-1,1,0,0,0,0,4.15,0,0,0,0,1
3,32,2,1,0,0,1,0,4.01,1,0,1,0,1
2,30,1,0,0,1,0,0,3.8600000000000003,1,1,0,0,1
1,38,-1,0,1,0,0,0,3.9,0,0,1,0,1
3,36,-2,1,0,0,1,0,3.9299999999999997,0,0,0,0,1
3,43,4,1,0,0,0,0,4.02,0,0,0,0,1
3,43,0,1,0,0,0,0,4.029999999999999,0,0,1,0,1
3,34,-2,0,0,1,2,0,4.13,0,0,0,0,1
4,34,0,0,0,0,1,0,3.9,0,0,1,0,1
5,36,3,0,0,0,1,0,4.08,1,0,0,0,1
2,27,-3,0,0,2,0,1,3.99,0,0,0,0,1
8,31,0,0,1,1,1,0,3.94,0,0,1,0,1
6,35,3,0,0,1,0,0,4.12,1,0,1,0,1
4,26,-4,0,0,1,1,1,4.1899999999999995,0,1,1,0,1
4,42,-2,0,0,0,0,0,4.16,0,0,0,0,1
6,39,2,0,0,0,1,1,4.08,0,0,1,0,1
3,23,2,0,0,0,0,0,3.99,1,0,0,0,1
2,39,-1,1,0,0,1,0,3.92,1,0,0,0,1
3,27,-2,0,0,0,0,0,4.26,0,0,0,0,1
4,30,-3,0,0,1,0,0,3.85,0,0,0,0,1
6,32,-1,1,1,0,0,0,4.29,0,0,0,0,1
4,32,-5,1,0,0,0,0,3.95,0,0,1,0,1
3,27,-1,0,1,0,0,0,3.96,0,0,0,0,1
1,38,-1,1,0,1,0,0,3.95,1,0,0,0,1
3,32,-2,0,0,1,0,0,4.05,0,0,0,0,1
4,36,-3,0,0,1,0,0,3.92,1,0,0,0,1
1,27,-1,0,0,0,1,0,3.92,0,0,0,0,1
1,35,-2,1,0,0,0,0,3.9,1,0,0,0,1
1,43,3,2,0,0,1,0,4.29,0,0,0,0,1
3,45,3,0,0,2,0,0,4.1899999999999995,0,0,0,0,1
7,36,-3,0,0,0,0,0,4.0,0,0,0,0,1
2,31,-2,0,0,0,1,0,4.220000000000001,1,0,1,0,1
4,37,3,3,0,0,0,0,4.220000000000001,0,0,0,0,1
2,31,6,0,1,1,1,0,4.29,0,0,0,0,1
2,41,-4,0,1,1,0,0,4.05,0,0,1,0,1
3,37,-3,0,0,3,1,0,3.88,0,0,0,0,1
2,35,0,1,0,1,2,0,3.9699999999999998,0,0,0,0,1
4,37,-3,0,0,0,0,0,3.7800000000000002,0,0,0,0,1
2,31,1,0,0,2,0,0,4.02,0,0,0,0,1
2,33,-3,0,0,1,1,0,3.8200000000000003,0,0,0,0,1
4,40,1,1,0,0,0,0,4.0600000000000005,1,1,1,0,1
1,41,0,0,0,0,0,0,4.07,0,0,0,0,1
5,34,-1,0,0,0,1,0,4.27,0,0,0,0,1
3,33,-2,3,0,1,0,0,4.01,0,0,1,0,1
5,32,1,1,0,1,1,0,3.87,0,0,1,0,1
4,34,-2,0,0,0,0,0,4.1,0,0,0,0,1
7,37,-2,0,0,0,1,0,4.08,0,0,0,0,1
5,38,4,1,0,1,0,0,4.01,0,0,1,0,1
2,35,-2,0,0,0,0,0,3.9299999999999997,0,0,0,0,1
6,28,-2,0,0,2,0,0,3.9699999999999998,0,0,0,0,1
6,37,2,0,0,1,0,0,4.26,1,0,0,0,1
3,35,0,0,0,0,0,0,4.15,0,1,1,0,1
3,35,-3,0,0,0,0,0,3.9699999999999998,0,0,1,0,1
3,33,4,0,0,1,1,0,4.16,0,0,0,0,1
5,31,5,0,0,1,0,0,4.52,0,0,1,0,1
2,31,1,0,0,1,0,0,3.8899999999999997,0,0,0,0,1
2,34,-1,1,0,1,0,0,4.17,1,0,0,0,1
1,42,-2,1,1,2,0,0,4.02,0,0,1,0,1
5,32,6,0,1,0,0,0,4.07,0,0,1,0,1
2,26,-1,0,0,0,1,0,3.75,0,0,0,0,1
2,32,3,0,1,0,0,0,4.04,0,0,0,0,1
3,31,-1,0,0,2,1,0,3.99,0,0,1,0,1
4,36,1,1,0,0,0,0,4.4,0,0,0,0,1
3,42,0,0,0,1,0,0,3.96,0,1,0,0,1
3,25,1,0,0,0,0,0,4.140000000000001,0,0,0,0,1
3,35,6,0,0,0,0,0,4.01,0,0,1,0,1
2,33,2,0,0,0,0,0,4.029999999999999,0,0,0,0,1
4,24,-2,0,0,1,0,0,3.91,0,0,0,0,1
5,46,0,1,0,1,0,0,3.98,1,0,0,0,1
3,35,1,1,1,0,0,0,4.279999999999999,0,0,0,0,1
4,34,-3,2,0,0,0,0,4.029999999999999,0,0,0,0,1
3,46,0,0,0,0,1,0,4.21,0,0,0,0,1
3,39,-2,0,0,1,0,0,3.87,0,1,0,0,1
2,34,1,0,0,3,0,1,4.13,0,1,0,0,1
5,38,-3,0,0,1,0,0,3.81,0,0,1,0,1
6,33,-4,0,0,2,1,0,4.07,0,0,0,0,1
4,41,2,0,0,0,1,0,3.91,0,0,0,0,1
4,25,1,0,0,1,0,0,4.1,1,0,0,0,1
3,32,-4,0,0,0,0,0,3.91,1,0,1,0,1
3,28,6,0,0,0,1,1,4.09,1,0,0,0,1
6,35,0,2,0,1,0,1,4.15,0,0,1,0,1
2,37,0,0,0,1,0,0,4.13,0,0,0,0,1
2,26,-1,1,0,0,1,0,3.94,0,0,1,0,1
2,40,2,0,0,0,0,1,4.01,0,1,1,0,1
2,33,1,0,0,1,2,0,4.02,0,0,0,0,1
2,35,0,2,0,1,0,0,3.91,1,0,0,0,1
3,26,-6,0,0,0,0,0,4.16,1,0,0,0,1
3,45,0,0,0,2,0,0,4.0,0,0,0,0,1
2,29,-2,0,0,2,0,0,3.95,1,0,0,0,1
3,38,4,1,0,0,0,0,3.95,0,0,0,0,1
2,39,-2,0,0,1,0,0,4.12,0,0,0,0,1
3,27,0,0,0,0,0,0,3.94,0,0,1,0,1
5,35,1,1,0,0,0,0,3.99,0,0,1,0,1
4,28,1,1,1,0,0,0,4.16,0,0,0,0,1
2,33,-2,1,0,0,1,0,3.92,0,0,0,0,1
3,22,0,1,1,2,0,0,3.79,0,0,0,0,1
2,41,1,0,0,2,0,0,3.94,0,0,0,0,1
1,34,-1,0,1,0,0,0,3.9299999999999997,0,1,0,0,1
4,33,-2,1,0,0,0,0,4.029999999999999,0,0,1,0,1
1,29,-3,0,0,1,1,0,4.18,0,0,1,0,1
2,33,-5,0,0,0,0,0,4.09,0,0,0,1,1
2,47,-3,0,0,0,0,0,3.9,0,0,0,0,1
3,29,-4,1,0,1,1,0,3.99,0,0,0,0,1
2,40,2,1,1,0,0,0,3.94,0,0,1,0,1
2,22,3,0,0,0,2,0,4.0600000000000005,0,0,0,0,1
3,40,-3,0,0,1,0,0,4.27,0,0,1,0,1
3,34,0,1,0,1,1,0,4.13,0,0,1,0,1
8,29,1,0,0,1,0,1,4.0,0,0,1,0,1
3,46,1,0,0,0,1,0,4.18,1,0,0,0,1
3,35,-2,1,0,0,1,0,3.7800000000000002,0,0,0,0,1
6,38,0,1,0,0,0,0,4.27,0,0,0,0,1
4,33,3,0,0,1,0,0,4.0600000000000005,0,0,0,0,1
3,34,0,0,0,0,0,0,4.16,0,0,0,0,1
5,27,0,0,0,0,0,0,4.16,0,0,0,0,1
6,38,-4,0,0,0,0,0,4.21,0,0,1,0,1
1,30,-1,0,0,0,1,0,3.9,0,0,1,0,1
2,30,3,1,0,1,0,0,4.0600000000000005,0,0,0,0,1
5,40,2,0,0,2,1,0,4.09,0,0,0,0,1
4,27,2,0,0,1,0,1,4.029999999999999,0,0,0,0,1
3,34,0,0,0,1,1,1,4.09,0,0,1,0,1
3,39,9,1,0,1,0,0,4.02,1,0,0,0,1
5,36,2,0,0,0,1,0,4.1899999999999995,0,0,0,0,1
4,35,-2,1,1,2,0,0,3.8200000000000003,1,0,0,0,1
4,45,-3,0,0,0,1,0,4.0,0,0,0,0,1
2,32,-2,1,0,1,1,0,4.26,0,0,0,0,1
7,40,8,0,0,2,1,0,4.109999999999999,0,0,0,0,1
5,32,-3,0,0,2,0,0,3.9699999999999998,0,0,0,0,1
1,38,0,0,0,1,0,0,4.02,0,0,1,0,1
1,42,-2,1,0,0,0,0,3.98,0,0,0,0,1
3,33,4,0,1,1,0,0,4.1,0,0,0,0,1
6,38,0,0,0,0,0,0,4.04,0,0,0,0,1
1,36,-2,1,0,1,0,0,4.04,0,0,0,0,1
3,29,5,1,1,0,0,0,3.95,0,0,0,0,1
3,27,0,0,1,0,0,0,3.94,0,0,1,0,1
2,33,-2,1,1,0,0,0,4.24,1,0,1,0,1
1,37,1,0,0,0,2,0,4.23,0,0,0,0,1
2,27,7,0,0,2,0,0,3.95,1,0,1,0,1
4,39,-3,1,0,1,0,0,4.279999999999999,0,0,1,0,1
2,35,0,1,0,1,0,0,4.12,0,0,0,0,1
3,27,2,1,0,0,0,0,3.98,0,0,1,0,1
2,41,-4,1,0,1,0,1,4.26,0,0,0,0,1
3,21,-5,0,0,1,0,0,3.9699999999999998,0,0,0,0,1
4,29,-1,1,0,0,1,0,3.88,0,0,0,0,1
2,25,2,1,0,0,0,0,3.94,0,1,0,0,1
5,24,3,1,0,2,0,0,4.12,0,0,0,0,1
4,35,2,0,0,1,0,0,4.2,1,0,0,0,1
3,27,0,0,0,0,0,0,4.18,0,0,0,0,1
5,28,0,0,0,0,1,0,4.18,0,0,0,0,1
4,26,1,0,0,0,0,0,4.07,1,0,0,0,1
2,26,3,0,1,3,0,0,3.9699999999999998,0,0,0,0,1
1,46,-1,0,0,1,0,0,4.05,0,0,1,0,1
3,35,-1,0,0,1,0,1,4.02,0,0,1,0,1
2,29,1,0,0,1,0,0,4.3,0,0,0,0,1
4,26,-1,1,0,0,0,0,3.98,0,0,1,0,1
2,23,0,1,0,0,0,0,4.1,0,0,0,0,1
1,27,-1,1,0,0,0,0,4.2,0,0,0,0,1
2,30,-1,0,0,0,0,0,4.09,0,0,0,0,1
2,32,2,0,0,1,0,0,3.8,1,0,0,0,1
2,41,3,0,0,0,0,0,4.01,0,0,0,0,1
3,33,-2,0,0,0,0,0,3.91,0,0,0,0,1
4,30,-3,0,1,2,0,1,4.21,0,0,0,0,1
2,33,3,0,0,0,0,0,4.38,0,0,0,0,1
1,31,2,0,0,0,1,0,4.08,0,0,0,0,1
4,33,3,0,0,0,1,0,4.02,1,0,1,0,1
3,30,-4,0,0,0,1,0,4.07,0,0,0,0,1
2,32,-1,1,0,0,1,0,3.91,0,0,0,0,1
1,23,3,1,0,2,1,0,4.0,0,0,0,0,1
5,34,-1,0,0,0,0,0,4.08,0,0,0,0,1
2,37,-2,0,0,0,0,0,4.24,1,0,0,0,1
2,38,4,0,0,0,1,0,3.92,1,0,1,0,1
1,30,-3,1,0,1,0,0,4.23,0,0,0,0,1
3,34,1,0,0,2,1,1,3.9699999999999998,0,0,0,0,1
2,47,1,1,0,0,0,0,4.109999999999999,0,0,1,0,1
6,30,-3,1,0,0,0,0,4.15,0,0,1,0,1
2,20,4,0,0,1,0,0,4.01,0,0,0,0,1
3,37,-3,0,0,1,0,1,4.1,0,0,1,0,1
2,26,-1,1,0,0,0,0,3.9699999999999998,0,0,1,0,1
4,37,-1,0,1,1,0,0,4.3,0,0,1,0,1
2,36,-1,0,0,1,0,0,4.23,1,1,0,0,1
3,37,0,0,0,0,0,0,3.9299999999999997,0,0,0,0,1
6,23,2,0,1,1,1,0,3.87,1,0,1,0,1
5,36,-6,1,0,0,0,0,3.81,0,0,0,0,1
6,31,2,0,0,2,0,0,4.12,0,0,1,0,1
8,28,3,0,0,2,0,0,4.0600000000000005,0,0,1,0,1
5,28,-2,0,0,0,0,0,3.96,0,1,0,0,1
6,32,-1,0,1,0,1,0,4.01,1,0,1,1,1
2,40,-1,0,0,1,0,0,3.94,0,0,0,0,1
3,27,1,0,0,1,0,0,4.27,0,0,0,0,1
5,28,0,0,0,0,0,0,4.01,1,0,0,0,1
4,34,1,0,0,2,0,0,4.18,0,0,1,0,1
4,36,-1,0,1,0,2,0,4.05,0,0,0,0,1
3,31,-1,0,0,3,0,0,4.01,0,0,0,0,1
2,34,0,1,0,1,0,0,3.9,1,0,1,0,1
3,26,-1,1,1,1,0,1,3.9699999999999998,0,0,0,0,1
1,37,-3,2,0,1,0,0,4.109999999999999,0,0,0,0,1
2,28,0,0,0,1,0,0,3.94,0,0,1,0,1
3,35,2,0,0,0,0,0,4.029999999999999,1,0,0,0,1
3,34,2,0,0,0,0,0,4.45,0,0,0,0,1
2,38,0,0,0,0,0,0,3.99,1,0,0,0,1
3,40,-1,0,1,2,1,0,3.79,0,0,0,0,1
2,36,-1,0,0,0,0,0,3.92,0,0,0,0,1
3,39,-4,2,0,1,0,0,4.3,0,0,1,0,1
3,31,0,0,0,0,0,0,3.98,0,0,1,0,1
5,24,-2,0,0,2,0,0,4.04,1,0,1,0,1
3,29,-2,0,0,0,1,0,3.95,0,0,0,0,1
4,49,2,0,0,0,1,1,3.8899999999999997,0,0,0,0,1
2,36,3,0,0,1,0,0,4.34,0,0,1,0,1
4,29,-2,0,1,2,1,0,4.18,0,1,0,0,1
2,34,0,0,1,0,0,0,3.85,0,0,1,0,1
3,37,1,1,0,0,1,0,4.05,1,1,0,0,1
2,30,3,1,0,0,0,0,4.09,0,0,0,0,1
6,37,1,0,0,0,0,0,3.9,0,0,0,0,1
4,29,-1,2,0,0,0,0,4.12,0,0,1,0,1
4,31,1,0,0,0,0,0,4.15,1,0,0,0,1
4,38,-2,0,0,0,0,0,3.9699999999999998,1,0,1,0,1
3,24,-2,0,0,0,0,0,3.8899999999999997,1,0,0,0,1
4,26,-1,2,0,0,0,0,4.01,0,1,0,0,1
1,34,-5,0,0,0,0,0,4.140000000000001,0,0,0,0,1
3,37,-3,1,0,0,0,0,3.94,0,0,0,0,1
1,18,-1,0,0,0,0,0,4.029999999999999,0,0,1,0,1
3,33,-1,0,0,1,0,0,3.88,1,0,0,0,1
4,34,8,1,1,1,1,0,4.029999999999999,0,0,0,0,1
2,32,-4,0,0,1,1,0,3.8600000000000003,0,0,1,0,1
4,32,2,0,0,0,0,0,3.83,0,0,0,0,1
3,35,-3,1,0,0,0,0,4.109999999999999,1,0,0,0,1
3,35,2,0,0,0,1,0,3.8899999999999997,1,0,0,0,1
3,30,3,0,0,1,0,1,3.8,0,0,0,0,1
5,55,-2,0,0,0,0,0,4.07,0,0,0,0,1
4,47,-1,1,0,1,0,0,4.07,0,0,0,0,1
6,24,-1,0,0,2,0,1,4.12,0,0,0,0,1
2,38,0,0,0,0,0,1,4.0600000000000005,0,0,0,0,1
2,38,-2,0,0,0,0,0,4.29,1,0,1,0,1
3,35,4,0,0,0,0,0,4.23,0,0,0,0,1
3,34,2,0,0,1,0,0,3.95,1,0,0,0,1
3,28,1,0,1,0,1,0,4.02,1,0,0,0,1
3,22,1,0,0,0,1,0,4.05,0,0,0,0,1
3,44,-1,0,0,0,0,0,3.98,0,0,1,0,1
2,31,-4,0,0,1,0,1,3.99,0,0,0,0,1
5,35,-1,0,0,0,0,0,3.81,0,0,0,0,1
1,25,1,1,0,0,0,0,3.91,0,1,1,0,1
5,33,-1,0,0,0,0,1,4.1899999999999995,0,0,0,0,1
6,34,-3,3,0,0,0,0,4.029999999999999,1,0,0,0,1
3,23,-1,1,0,0,1,0,3.99,1,0,0,0,1
5,33,0,0,0,0,1,0,3.91,0,0,1,0,1
4,37,1,0,0,0,0,1,4.15,0,0,0,0,1
2,41,0,1,0,0,0,0,4.2,1,0,0,0,1
3,30,-1,0,0,0,0,0,3.79,1,0,0,0,1
4,42,-4,0,0,1,0,0,4.05,0,0,1,0,1
1,35,-1,0,0,0,0,0,3.9299999999999997,1,0,0,0,1
3,27,-2,0,0,1,0,0,4.26,0,0,0,0,1
2,38,1,0,0,1,0,0,4.09,0,0,1,0,1
5,32,5,0,0,0,0,0,3.87,0,0,0,0,1
2,23,0,0,0,0,0,0,3.91,0,0,0,0,1
6,35,-4,2,0,1,0,0,4.1,0,0,0,0,1
1,40,0,0,0,1,1,0,4.109999999999999,0,0,1,0,1
4,28,0,0,1,1,1,0,4.1,0,0,0,0,1
2,27,-4,1,0,2,0,0,3.98,0,0,0,0,1
4,29,-3,1,0,1,2,0,4.09,0,0,1,0,1
2,31,3,0,0,0,0,0,3.95,0,0,0,0,1
3,34,2,2,0,2,0,0,4.21,0,0,0,0,1
2,34,0,1,0,0,0,0,4.0,0,0,0,0,1
1,29,-2,0,0,0,0,0,4.01,1,0,1,0,1
1,26,0,0,0,0,0,0,3.9,0,0,0,0,1
4,35,2,2,0,1,0,0,4.07,0,0,0,0,1
3,29,-3,1,0,1,0,0,4.15,0,0,0,0,1
2,38,1,0,0,1,0,0,3.8899999999999997,0,0,1,0,1
3,40,8,0,0,0,0,0,3.88,0,0,1,0,1
3,21,-1,0,0,2,0,1,4.1,0,0,0,0,1
8,36,1,0,0,0,0,0,4.02,1,0,0,0,1
2,34,3,0,0,1,0,0,4.1899999999999995,1,0,1,0,1
6,36,3,0,0,2,1,1,3.95,0,0,0,0,1
4,28,1,0,0,0,0,0,3.88,0,0,0,0,1
4,29,-1,2,0,0,0,0,4.1,1,0,0,0,1
1,36,-1,1,0,1,0,1,4.0600000000000005,0,1,0,0,1
3,36,4,0,0,1,2,0,4.0600000000000005,0,0,0,0,1
2,41,4,1,1,0,0,0,3.74,0,0,1,0,1
2,32,3,1,0,0,0,0,4.17,0,0,0,0,1
1,32,0,0,0,1,0,0,4.08,0,0,1,0,1
4,27,6,2,1,0,0,0,3.94,1,0,0,0,1
